alpha_max,cast_cap,k_shrink,precision,recall
0.86,0.28,5,0.007072368421052632,0.07072368421052631
0.86,0.24,3,0.007072368421052632,0.07072368421052631
0.86,0.26,5,0.007072368421052632,0.07072368421052631
0.86,0.27,5,0.007072368421052632,0.07072368421052631
0.87,0.26,5,0.007072368421052632,0.07072368421052631
0.9,0.27,5,0.007072368421052632,0.07072368421052631
0.87,0.29,5,0.007072368421052632,0.07072368421052631
0.88,0.28,5,0.007072368421052632,0.07072368421052631
0.88,0.24,5,0.007072368421052632,0.07072368421052631
0.84,0.3,5,0.007072368421052632,0.07072368421052631
0.85,0.23,3,0.007072368421052632,0.07072368421052631
0.84,0.28,5,0.007072368421052632,0.07072368421052631
0.88,0.29,5,0.007072368421052632,0.07072368421052631
0.84,0.29,5,0.007072368421052632,0.07072368421052631
0.84,0.27,5,0.007072368421052632,0.07072368421052631
0.83,0.29,5,0.007072368421052632,0.07072368421052631
0.84,0.25,3,0.007072368421052632,0.07072368421052631
0.84,0.24,3,0.007072368421052632,0.07072368421052631
0.83,0.3,5,0.007072368421052632,0.07072368421052631
0.84,0.23,3,0.007072368421052632,0.07072368421052631
0.88,0.23,3,0.007072368421052632,0.07072368421052631
0.85,0.27,5,0.007072368421052632,0.07072368421052631
0.85,0.29,5,0.007072368421052632,0.07072368421052631
0.75,0.3,3,0.006907894736842105,0.06907894736842106
0.77,0.29,3,0.006907894736842105,0.06907894736842106
0.77,0.26,3,0.006907894736842105,0.06907894736842106
0.78,0.28,5,0.006907894736842105,0.06907894736842106
0.77,0.3,3,0.006907894736842105,0.06907894736842106
0.79,0.27,5,0.006907894736842105,0.06907894736842106
0.9,0.19,3,0.006907894736842105,0.06907894736842106
0.73,0.3,3,0.006907894736842105,0.06907894736842106
0.9,0.2,3,0.006907894736842105,0.06907894736842106
0.75,0.28,3,0.006907894736842105,0.06907894736842106
0.75,0.29,3,0.006907894736842105,0.06907894736842106
0.74,0.3,3,0.006907894736842105,0.06907894736842106
0.74,0.29,3,0.006907894736842105,0.06907894736842106
0.76,0.3,3,0.006907894736842105,0.06907894736842106
0.76,0.29,3,0.006907894736842105,0.06907894736842106
0.76,0.27,3,0.006907894736842105,0.06907894736842106
0.82,0.22,3,0.006907894736842105,0.06907894736842106
0.81,0.25,5,0.006907894736842105,0.06907894736842106
0.81,0.28,5,0.006907894736842105,0.06907894736842106
0.81,0.26,5,0.006907894736842105,0.06907894736842106
0.81,0.27,5,0.006907894736842105,0.06907894736842106
0.82,0.25,5,0.006907894736842105,0.06907894736842106
0.78,0.3,3,0.006907894736842105,0.06907894736842106
0.79,0.28,5,0.006907894736842105,0.06907894736842106
0.79,0.3,3,0.006907894736842105,0.06907894736842106
0.8,0.26,5,0.006907894736842105,0.06907894736842106
0.8,0.27,5,0.006907894736842105,0.06907894736842106
0.8,0.28,5,0.006907894736842105,0.06907894736842106
0.8,0.29,5,0.006907894736842105,0.06907894736842106
0.83,0.27,5,0.006907894736842105,0.06907894736842106
0.83,0.26,5,0.006907894736842105,0.06907894736842106
0.83,0.25,5,0.006907894736842105,0.06907894736842106
0.82,0.3,5,0.006907894736842105,0.06907894736842106
0.83,0.22,3,0.006907894736842105,0.06907894736842106
0.83,0.21,3,0.006907894736842105,0.06907894736842106
0.83,0.23,5,0.006907894736842105,0.06907894736842106
0.83,0.24,5,0.006907894736842105,0.06907894736842106
0.89,0.19,3,0.006907894736842105,0.06907894736842106
0.89,0.21,3,0.006907894736842105,0.06907894736842106
0.89,0.2,3,0.006907894736842105,0.06907894736842106
0.89,0.18,3,0.006907894736842105,0.06907894736842106
0.82,0.28,5,0.006907894736842105,0.06907894736842106
0.82,0.26,5,0.006907894736842105,0.06907894736842106
